Issue ID: 106626
Issue Type: crash
Issue Commit: e51fc36c385d756ccbc2be8c47c52af207c3aead
Issue Title: [SLP] Assertion "All elements in mask must be less than CommonVF." failed
Issue Labels: ['llvm:SLPVectorizer', 'crash']
Checking out the issue's environment ...
Building LLVM and try reproducing the issue ...
Issue reproduced successfully.
╭─ Reproducer [MainThread@3205769] ────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
│ define void @test() {                                                                                                                                                                    │
│ entry:                                                                                                                                                                                   │
│  #6 0x00007fa70a34627e raise (/usr/lib/x86_64-linux-gnu/libc.so.6+0x4527e)                                                                                                               │
│  #7 0x00007fa70a3298ff abort (/usr/lib/x86_64-linux-gnu/libc.so.6+0x288ff)                                                                                                               │
│  #8 0x00007fa70a32981b (/usr/lib/x86_64-linux-gnu/libc.so.6+0x2881b)                                                                                                                     │
│  #9 0x00007fa70a33c517 (/usr/lib/x86_64-linux-gnu/libc.so.6+0x3b517)                                                                                                                     │
│ #10 0x00007fa702868007 llvm::slpvectorizer::BoUpSLP::ShuffleCostEstimator::createShuffle(llvm::PointerUnion<llvm::Value*, llvm::slpvectorizer::BoUpSLP::TreeEntry const*> const&,        │
│ llvm::PointerUnion<llvm::Value*, llvm::slpvectorizer::BoUpSLP::TreeEntry const*> const&, llvm::ArrayRef<int>) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:8881:26                    │
│ #11 0x00007fa70286b211 llvm::slpvectorizer::BoUpSLP::ShuffleCostEstimator::finalize(llvm::ArrayRef<int>, llvm::ArrayRef<std::pair<llvm::slpvectorizer::BoUpSLP::TreeEntry const*,        │
│ unsigned int>>, unsigned int, llvm::function_ref<void (llvm::Value*&, llvm::SmallVectorImpl<int>&)>) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:9285:30                             │
│ #12 0x00007fa7028cb5c9 llvm::InstructionCost llvm::slpvectorizer::BoUpSLP::processBuildVector<llvm::slpvectorizer::BoUpSLP::ShuffleCostEstimator, llvm::InstructionCost,                 │
│ llvm::TargetTransformInfo, llvm::ArrayRef<llvm::Value*>, llvm::slpvectorizer::BoUpSLP, llvm::SmallPtrSetImpl<llvm::Value*>>(llvm::slpvectorizer::BoUpSLP::TreeEntry const*, llvm::Type*, │
│ llvm::TargetTransformInfo&, llvm::ArrayRef<llvm::Value*>&, llvm::slpvectorizer::BoUpSLP&, llvm::SmallPtrSetImpl<llvm::Value*>&) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:13061:36 │
│ #13 0x00007fa70287022f llvm::slpvectorizer::BoUpSLP::getEntryCost(llvm::slpvectorizer::BoUpSLP::TreeEntry const*, llvm::ArrayRef<llvm::Value*>, llvm::SmallPtrSetImpl<llvm::Value*>&)    │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:9454:69                                                                                                                                  │
│ #14 0x00007fa702876455 llvm::slpvectorizer::BoUpSLP::getTreeCost(llvm::ArrayRef<llvm::Value*>) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:10685:37                                  │
│ #15 0x00007fa70289e7f1 llvm::SLPVectorizerPass::tryToVectorizeList(llvm::ArrayRef<llvm::Value*>, llvm::slpvectorizer::BoUpSLP&, bool)                                                    │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:16915:43                                                                                                                                 │
│ #16 0x00007fa7028aaf6a llvm::SLPVectorizerPass::vectorizeChainsInBlock(llvm::BasicBlock*, llvm::slpvectorizer::BoUpSLP&)::'lambda'(llvm::ArrayRef<llvm::Value*>,                         │
│ bool)::operator()(llvm::ArrayRef<llvm::Value*>, bool) const llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:19223:9                                                                      │
│ #17 0x00007fa70291db4e bool llvm::function_ref<bool (llvm::ArrayRef<llvm::Value*>, bool)>::callback_fn<llvm::SLPVectorizerPass::vectorizeChainsInBlock(llvm::BasicBlock*,                │
│ llvm::slpvectorizer::BoUpSLP&)::'lambda'(llvm::ArrayRef<llvm::Value*>, bool)>(long, llvm::ArrayRef<llvm::Value*>, bool) llvm/include/llvm/ADT/STLFunctionalExtras.h:47:3                 │
│ #18 0x00007fa70291dcbc llvm::function_ref<bool (llvm::ArrayRef<llvm::Value*>, bool)>::operator()(llvm::ArrayRef<llvm::Value*>, bool) const                                               │
│ llvm/include/llvm/ADT/STLFunctionalExtras.h:69:3                                                                                                                                         │
│ #19 0x00007fa7028e960f bool tryToVectorizeSequence<llvm::Value>(llvm::SmallVectorImpl<llvm::Value*>&, llvm::function_ref<bool (llvm::Value*, llvm::Value*)>, llvm::function_ref<bool     │
│ (llvm::Value*, llvm::Value*)>, llvm::function_ref<bool (llvm::ArrayRef<llvm::Value*>, bool)>, bool, llvm::slpvectorizer::BoUpSLP&)                                                       │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:18807:21                                                                                                                                 │
│ #20 0x00007fa7028ab990 llvm::SLPVectorizerPass::vectorizeChainsInBlock(llvm::BasicBlock*, llvm::slpvectorizer::BoUpSLP&) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:19219:59        │
│ #21 0x00007fa702899ee9 llvm::SLPVectorizerPass::runImpl(llvm::Function&, llvm::ScalarEvolution*, llvm::TargetTransformInfo*, llvm::TargetLibraryInfo*, llvm::AAResults*,                 │
│ llvm::LoopInfo*, llvm::DominatorTree*, llvm::AssumptionCache*, llvm::DemandedBits*, llvm::OptimizationRemarkEmitter*) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:16264:13           │
│ #22 0x00007fa7028998fa llvm::SLPVectorizerPass::run(llvm::Function&, llvm::AnalysisManager<llvm::Function>&) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:16195:25                    │
│ #23 0x00007fa70618f757 llvm::detail::PassModel<llvm::Function, llvm::SLPVectorizerPass, llvm::AnalysisManager<llvm::Function>>::run(llvm::Function&,                                     │
│ llvm::AnalysisManager<llvm::Function>&) llvm/include/llvm/IR/PassManagerInternal.h:91:3                                                                                                  │
│ #24 0x00007fa7008b7627 llvm::PassManager<llvm::Function, llvm::AnalysisManager<llvm::Function>>::run(llvm::Function&, llvm::AnalysisManager<llvm::Function>&)                            │
│ llvm/include/llvm/IR/PassManagerImpl.h:85:18                                                                                                                                             │
│ #25 0x00007fa70960bf43 llvm::detail::PassModel<llvm::Function, llvm::PassManager<llvm::Function, llvm::AnalysisManager<llvm::Function>>,                                                 │
│ llvm::AnalysisManager<llvm::Function>>::run(llvm::Function&, llvm::AnalysisManager<llvm::Function>&) llvm/include/llvm/IR/PassManagerInternal.h:91:3                                     │
│ #26 0x00007fa7008b9f46 llvm::ModuleToFunctionPassAdaptor::run(llvm::Module&, llvm::AnalysisManager<llvm::Module>&) llvm/lib/IR/PassManager.cpp:129:23                                    │
│ #27 0x00007fa70960be73 llvm::detail::PassModel<llvm::Module, llvm::ModuleToFunctionPassAdaptor, llvm::AnalysisManager<llvm::Module>>::run(llvm::Module&,                                 │
│ llvm::AnalysisManager<llvm::Module>&) llvm/include/llvm/IR/PassManagerInternal.h:91:3                                                                                                    │
│ #28 0x00007fa7008b7253 llvm::PassManager<llvm::Module, llvm::AnalysisManager<llvm::Module>>::run(llvm::Module&, llvm::AnalysisManager<llvm::Module>&)                                    │
│ llvm/include/llvm/IR/PassManagerImpl.h:85:18                                                                                                                                             │
│ #29 0x00007fa70a9a033c llvm::runPassPipeline(llvm::StringRef, llvm::Module&, llvm::TargetMachine*, llvm::TargetLibraryInfoImpl*, llvm::ToolOutputFile*, llvm::ToolOutputFile*,           │
│ llvm::ToolOutputFile*, llvm::StringRef, llvm::ArrayRef<llvm::PassPlugin>, llvm::ArrayRef<std::function<void (llvm::PassBuilder&)>>, llvm::opt_tool::OutputKind,                          │
│ llvm::opt_tool::VerifierKind, bool, bool, bool, bool, bool, bool, bool) llvm/tools/opt/NewPMDriver.cpp:543:10                                                                            │
│ #30 0x00007fa70a9d1e62 optMain llvm/tools/opt/optdriver.cpp:738:27                                                                                                                       │
│ #31 0x0000559e246391e8 main llvm/tools/opt/opt.cpp:25:64                                                                                                                                 │
│ #32 0x00007fa70a32b1ca (/usr/lib/x86_64-linux-gnu/libc.so.6+0x2a1ca)                                                                                                                     │
│ #33 0x00007fa70a32b28b __libc_start_main (/usr/lib/x86_64-linux-gnu/libc.so.6+0x2a28b)                                                                                                   │
│ #34 0x0000559e246390a5 _start (bin/opt+0x10a5)                                                                                                                                           │
│                                                                                                                                                                                          │
╰──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╯
Debugging process with ASLR disabled
Tmux detected.
GDB Python path: /usr/share/gdb/python:/llvm-autofix:/llvm-autofix-deps/py3_venv/lib/python3.12/site-packages:/usr/lib/python312.zip:/usr/lib/python3.12:/usr/lib/python3.12/lib-dynload:/usr/local/lib/python3.12/dist-packages:/usr/lib/python3/dist-packages
GDB Python version: 3.12.3
Expected Python version: 3.12.3
Reproducing the issue with debugger...
Adding breakpoints
Setting breakpoint at __assert_fail ... succeeded
Setting breakpoint at __GI___assert_fail ... failed (skip): Function "__GI___assert_fail" not defined.

========= Remote Traceback (1) =========
Traceback (most recent call last):
  File "/llvm-autofix-deps/py3_venv/lib/python3.12/site-packages/rpyc/core/protocol.py", line 369, in _dispatch_request
    res = self._HANDLERS[handler](self, *args)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/llvm-autofix-deps/py3_venv/lib/python3.12/site-packages/rpyc/core/protocol.py", line 863, in _handle_call
