Setting up the buggy LLVM environment ...
Building LLVM and try reproducing the issue ...
Issue reproduced successfully.
Starting to fix the issue ...
Remaining tools: [edit[25], test[25]]
╭─ user [MainThread@1519375] ──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
│ You are an expert LLVM developer. Please solve this LLVM issue:                                                                                                  │
│                                                                                                                                                                  │
│ ------ BEGIN ISSUE ------                                                                                                                                        │
│ Type: crash                                                                                                                                                      │
│                                                                                                                                                                  │
│ Reproducer (LLVM IR): ```bash                                                                                                                                    │
│ cat /tmp/test.ll                                                                                                                                                 │
│ define void @func(i32 %0) {                                                                                                                                      │
│   %39 = or i64 %3, %19                                                                                                                                           │
│   %40 = or i64 %3, %20                                                                                                                                           │
│   %41 = or i64 %3, %21                                                                                                                                           │
│   %42 = or i64 %3, %22                                                                                                                                           │
│   %43 = or i64 %3, %23                                                                                                                                           │
│   %44 = or i64 %3, %24                                                                                                                                           │
│   %45 = or i64 %3, %25                                                                                                                                           │
│   %46 = or i64 %3, 0                                                                                                                                             │
│   %47 = or i64 %3, 0                                                                                                                                             │
│   %48 = or i64 %3, 0                                                                                                                                             │
│   %49 = or i64 %3, 0                                                                                                                                             │
│   %50 = or i64 %3, 0                                                                                                                                             │
│   %51 = or i64 %3, 0                                                                                                                                             │
│   %52 = or i64 %3, 0                                                                                                                                             │
│   %53 = or i64 %3, 0                                                                                                                                             │
│   %54 = or i64 %3, 0                                                                                                                                             │
│   %55 = or i64 %3, 0                                                                                                                                             │
│   %56 = or i64 %3, 0                                                                                                                                             │
│   %57 = or i64 %3, 0                                                                                                                                             │
│   %58 = or i64 %3, 0                                                                                                                                             │
│   %59 = icmp slt i64 %28, 0                                                                                                                                      │
│   %60 = icmp slt i64 %29, 0                                                                                                                                      │
│   %61 = icmp slt i64 %30, 0                                                                                                                                      │
│   %62 = icmp slt i64 %31, 0                                                                                                                                      │
│   %63 = icmp slt i64 %32, 0                                                                                                                                      │
│   %64 = icmp slt i64 %33, 0                                                                                                                                      │
│   %65 = icmp slt i64 %34, 0                                                                                                                                      │
│   %66 = icmp slt i64 %35, 0                                                                                                                                      │
│   %67 = icmp slt i64 %36, 0                                                                                                                                      │
│   %68 = icmp slt i64 %37, 0                                                                                                                                      │
│   %69 = icmp slt i64 %38, 0                                                                                                                                      │
│   %70 = icmp slt i64 %39, 0                                                                                                                                      │
│   %71 = icmp slt i64 %40, 0                                                                                                                                      │
│   %72 = icmp slt i64 %41, 0                                                                                                                                      │
│   %73 = icmp slt i64 %42, 0                                                                                                                                      │
│   %74 = icmp slt i64 %43, 0                                                                                                                                      │
│   %75 = icmp slt i64 %44, 0                                                                                                                                      │
│   %76 = icmp slt i64 %45, 0                                                                                                                                      │
│   %77 = icmp slt i64 %46, 0                                                                                                                                      │
│   %78 = icmp slt i64 %47, 0                                                                                                                                      │
│   %79 = icmp slt i64 %48, 0                                                                                                                                      │
│   %80 = icmp slt i64 %49, 0                                                                                                                                      │
│   %81 = icmp slt i64 %50, 0                                                                                                                                      │
│   %82 = icmp slt i64 %51, 0                                                                                                                                      │
│   %83 = icmp slt i64 %52, 0                                                                                                                                      │
│   %84 = icmp slt i64 %53, 0                                                                                                                                      │
│   %85 = icmp slt i64 %54, 0                                                                                                                                      │
│   %86 = icmp slt i64 %55, 0                                                                                                                                      │
│   %87 = icmp slt i64 %56, 0                                                                                                                                      │
│   %88 = icmp slt i64 %57, 0                                                                                                                                      │
│   %89 = icmp slt i64 %58, 0                                                                                                                                      │
│   %90 = and i1 false, %59                                                                                                                                        │
│   %91 = and i1 false, %60                                                                                                                                        │
│   %92 = and i1 false, %61                                                                                                                                        │
│   %93 = and i1 false, %62                                                                                                                                        │
│   %94 = and i1 false, %63                                                                                                                                        │
│   %95 = and i1 false, %64                                                                                                                                        │
│   %96 = and i1 false, %65                                                                                                                                        │
│   %97 = and i1 false, %66                                                                                                                                        │
│   %98 = and i1 false, %67                                                                                                                                        │
│   %99 = and i1 false, %68                                                                                                                                        │
│   %100 = and i1 false, %69                                                                                                                                       │
│   %101 = and i1 false, %70                                                                                                                                       │
│   %102 = and i1 false, %71                                                                                                                                       │
│   %103 = and i1 false, %72                                                                                                                                       │
│   %104 = and i1 false, %73                                                                                                                                       │
│   %105 = and i1 false, %74                                                                                                                                       │
│   %106 = and i1 false, %75                                                                                                                                       │
│   %107 = and i1 false, %76                                                                                                                                       │
│   %108 = icmp eq i32 %2, 0                                                                                                                                       │
│   %109 = and i1 false, %77                                                                                                                                       │
│   %110 = and i1 false, %78                                                                                                                                       │
│   %111 = and i1 false, %79                                                                                                                                       │
│   %112 = and i1 false, %80                                                                                                                                       │
│   %113 = and i1 false, %81                                                                                                                                       │
│   %114 = and i1 false, %82                                                                                                                                       │
│   %115 = and i1 false, %83                                                                                                                                       │
│   %116 = and i1 false, %84                                                                                                                                       │
│   %117 = and i1 false, %85                                                                                                                                       │
│   %118 = and i1 false, %86                                                                                                                                       │
│   %119 = or i64 %5, %26                                                                                                                                          │
│   %120 = getelementptr float, ptr addrspace(1) null, i64 %119                                                                                                    │
│   %121 = icmp slt i64 %119, 0                                                                                                                                    │
│   ret void                                                                                                                                                       │
│ }                                                                                                                                                                │
│                                                                                                                                                                  │
│ ```                                                                                                                                                              │
│                                                                                                                                                                  │
│ LLVM's Symptom: ```bash                                                                                                                                          │
│ /llvm-autofix/build/llvm-build/106655/bin/opt -S --passes=slp-vectorizer -slp-vectorize-hor=false /tmp/test.ll                                                   │
│ Command '['bin/opt', '-S', '--passes=slp-vectorizer', '-slp-vectorize-hor=false', '-']' died with <Signals.SIGABRT: 6>.                                          │
│                                                                                                                                                                  │
│ opt: llvm/lib/IR/Instructions.cpp:1853: bool isSingleSourceMaskImpl(llvm::ArrayRef<int>, int): Assertion `I >= 0 && I < (NumOpElts * 2) && "Out-of-bounds        │
│ shuffle mask element"' failed.                                                                                                                                   │
│ PLEASE submit a bug report to https://github.com/llvm/llvm-project/issues/ and include the crash backtrace.                                                      │
│ Stack dump:                                                                                                                                                      │
│ 0.      Program arguments: bin/opt -S --passes=slp-vectorizer -slp-vectorize-hor=false -                                                                         │
│ 1.      Running pass "function(slp-vectorizer)" on module "<stdin>"                                                                                              │
│ 2.      Running pass "slp-vectorizer" on function "func"                                                                                                         │
│  #0 0x00007c5f160cd848 llvm::sys::PrintStackTrace(llvm::raw_ostream&, int) llvm/lib/Support/Unix/Signals.inc:723:22                                              │
│  #1 0x00007c5f160cdc5f PrintStackTraceSignalHandler(void*) llvm/lib/Support/Unix/Signals.inc:798:1                                                               │
│  #2 0x00007c5f160ca72b llvm::sys::RunSignalHandlers() llvm/lib/Support/Signals.cpp:105:20                                                                        │
│  #3 0x00007c5f160cc939 SignalHandler(int) llvm/lib/Support/Unix/Signals.inc:413:1                                                                                │
│  #4 0x00007c5f15c33330 (/lib/x86_64-linux-gnu/libc.so.6+0x45330)                                                                                                 │
│  #5 0x00007c5f15c8cb2c pthread_kill (/lib/x86_64-linux-gnu/libc.so.6+0x9eb2c)                                                                                    │
│  #6 0x00007c5f15c3327e raise (/lib/x86_64-linux-gnu/libc.so.6+0x4527e)                                                                                           │
│  #7 0x00007c5f15c168ff abort (/lib/x86_64-linux-gnu/libc.so.6+0x288ff)                                                                                           │
│  #8 0x00007c5f15c1681b (/lib/x86_64-linux-gnu/libc.so.6+0x2881b)                                                                                                 │
│  #9 0x00007c5f15c29517 (/lib/x86_64-linux-gnu/libc.so.6+0x3b517)                                                                                                 │
│ #10 0x00007c5f0b24b33a isSingleSourceMaskImpl(llvm::ArrayRef<int>, int) llvm/lib/IR/Instructions.cpp:1855:13                                                     │
│ #11 0x00007c5f0b24bb6c llvm::ShuffleVectorInst::isExtractSubvectorMask(llvm::ArrayRef<int>, int, int&) llvm/lib/IR/Instructions.cpp:2012:7                       │
│ #12 0x00007c5f0d5f5d8e (anonymous namespace)::BaseShuffleAnalysis::isIdentityMask(llvm::ArrayRef<int>, llvm::FixedVectorType const*, bool)                       │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:7992:70                                                                                                          │
│ #13 0x00007c5f0d5f615c (anonymous namespace)::BaseShuffleAnalysis::peekThroughShuffles(llvm::Value*&, llvm::SmallVectorImpl<int>&, bool)                         │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:8071:7                                                                                                           │
│ #14 0x00007c5f0d666107 llvm::Value* (anonymous namespace)::BaseShuffleAnalysis::createShuffle<llvm::Value*,                                                      │
│ llvm::slpvectorizer::BoUpSLP::ShuffleInstructionBuilder::ShuffleIRBuilder>(llvm::Value*, llvm::Value*, llvm::ArrayRef<int>,                                      │
│ llvm::slpvectorizer::BoUpSLP::ShuffleInstructionBuilder::ShuffleIRBuilder&) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:8278:42                              │
│ #15 0x00007c5f0d611d19 llvm::slpvectorizer::BoUpSLP::ShuffleInstructionBuilder::createShuffle(llvm::Value*, llvm::Value*, llvm::ArrayRef<int>)                   │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:12133:3                                                                                                          │
│ #16 0x00007c5f0d614f0a llvm::slpvectorizer::BoUpSLP::ShuffleInstructionBuilder::finalize(llvm::ArrayRef<int>,                                                    │
│ llvm::ArrayRef<std::pair<llvm::slpvectorizer::BoUpSLP::TreeEntry const*, unsigned int>>, unsigned int, llvm::function_ref<void (llvm::Value*&,                   │
│ llvm::SmallVectorImpl<int>&)>) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:12515:25                                                                          │
│ #17 0x00007c5f0d615518 llvm::slpvectorizer::BoUpSLP::vectorizeOperand(llvm::slpvectorizer::BoUpSLP::TreeEntry*, unsigned int, bool)::'lambda'(llvm::Value*,      │
│ llvm::ArrayRef<int>)::operator()(llvm::Value*, llvm::ArrayRef<int>) const llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:12581:39                               │
│ #18 0x00007c5f0d615da7 llvm::slpvectorizer::BoUpSLP::vectorizeOperand(llvm::slpvectorizer::BoUpSLP::TreeEntry*, unsigned int, bool)                              │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:12611:27                                                                                                         │
│ #19 0x00007c5f0d61a585 llvm::slpvectorizer::BoUpSLP::vectorizeTree(llvm::slpvectorizer::BoUpSLP::TreeEntry*, bool)                                               │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:13641:36                                                                                                         │
│ #20 0x00007c5f0d615b9d llvm::slpvectorizer::BoUpSLP::vectorizeOperand(llvm::slpvectorizer::BoUpSLP::TreeEntry*, unsigned int, bool)                              │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:12583:31                                                                                                         │
│ #21 0x00007c5f0d619433 llvm::slpvectorizer::BoUpSLP::vectorizeTree(llvm::slpvectorizer::BoUpSLP::TreeEntry*, bool)                                               │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:13487:34                                                                                                         │
│ #22 0x00007c5f0d6202fa llvm::slpvectorizer::BoUpSLP::vectorizeTree(llvm::MapVector<llvm::Value*, llvm::SmallVector<llvm::Instruction*, 2u>,                      │
│ llvm::DenseMap<llvm::Value*, unsigned int, llvm::DenseMapInfo<llvm::Value*, void>, llvm::detail::DenseMapPair<llvm::Value*, unsigned int>>,                      │
│ llvm::SmallVector<std::pair<llvm::Value*, llvm::SmallVector<llvm::Instruction*, 2u>>, 0u>> const&, llvm::SmallVectorImpl<std::pair<llvm::Value*,                 │
│ llvm::Value*>>&, llvm::Instruction*) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:14139:47                                                                    │
│ #23 0x00007c5f0d61e4a6 llvm::slpvectorizer::BoUpSLP::vectorizeTree() llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:14116:23                                    │
│ #24 0x00007c5f0d631b82 llvm::SLPVectorizerPass::tryToVectorizeList(llvm::ArrayRef<llvm::Value*>, llvm::slpvectorizer::BoUpSLP&, bool)                            │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:16941:11                                                                                                         │
│ #25 0x00007c5f0d67d2c0 bool llvm::SLPVectorizerPass::vectorizeCmpInsts<std::reverse_iterator<llvm::CmpInst*                                                      │
│ const*>>(llvm::iterator_range<std::reverse_iterator<llvm::CmpInst* const*>>, llvm::BasicBlock*,                                                                  │
│ llvm::slpvectorizer::BoUpSLP&)::'lambda1'(llvm::ArrayRef<llvm::Value*>, bool)::operator()(llvm::ArrayRef<llvm::Value*>, bool) const                              │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:19017:59                                                                                                         │
│ #26 0x00007c5f0d6e00f0 bool llvm::function_ref<bool (llvm::ArrayRef<llvm::Value*>, bool)>::callback_fn<bool                                                      │
│ llvm::SLPVectorizerPass::vectorizeCmpInsts<std::reverse_iterator<llvm::CmpInst* const*>>(llvm::iterator_range<std::reverse_iterator<llvm::CmpInst* const*>>,     │
│ llvm::BasicBlock*, llvm::slpvectorizer::BoUpSLP&)::'lambda'(llvm::ArrayRef<llvm::Value*>, bool)>(long, llvm::ArrayRef<llvm::Value*>, bool)                       │
│ llvm/include/llvm/ADT/STLFunctionalExtras.h:47:3                                                                                                                 │
│ #27 0x00007c5f0d6b0d0a llvm::function_ref<bool (llvm::ArrayRef<llvm::Value*>, bool)>::operator()(llvm::ArrayRef<llvm::Value*>, bool) const                       │
│ llvm/include/llvm/ADT/STLFunctionalExtras.h:69:3                                                                                                                 │
│ #28 0x00007c5f0d67c631 bool tryToVectorizeSequence<llvm::Value>(llvm::SmallVectorImpl<llvm::Value*>&, llvm::function_ref<bool (llvm::Value*, llvm::Value*)>,     │
│ llvm::function_ref<bool (llvm::Value*, llvm::Value*)>, llvm::function_ref<bool (llvm::ArrayRef<llvm::Value*>, bool)>, bool, llvm::slpvectorizer::BoUpSLP&)       │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:18817:21                                                                                                         │
│ #29 0x00007c5f0d67d823 bool llvm::SLPVectorizerPass::vectorizeCmpInsts<std::reverse_iterator<llvm::CmpInst*                                                      │
│ const*>>(llvm::iterator_range<std::reverse_iterator<llvm::CmpInst* const*>>, llvm::BasicBlock*, llvm::slpvectorizer::BoUpSLP&)                                   │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:19004:43                                                                                                         │
│ #30 0x00007c5f0d63e1ab llvm::SLPVectorizerPass::vectorizeChainsInBlock(llvm::BasicBlock*, llvm::slpvectorizer::BoUpSLP&)::'lambda'(bool)::operator()(bool) const │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:19253:15                                                                                                         │
│ #31 0x00007c5f0d63f379 llvm::SLPVectorizerPass::vectorizeChainsInBlock(llvm::BasicBlock*, llvm::slpvectorizer::BoUpSLP&)                                         │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:19367:18                                                                                                         │
│ #32 0x00007c5f0d62cf0b llvm::SLPVectorizerPass::runImpl(llvm::Function&, llvm::ScalarEvolution*, llvm::TargetTransformInfo*, llvm::TargetLibraryInfo*,           │
│ llvm::AAResults*, llvm::LoopInfo*, llvm::DominatorTree*, llvm::AssumptionCache*, llvm::DemandedBits*, llvm::OptimizationRemarkEmitter*)                          │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:16274:13                                                                                                         │
│ #33 0x00007c5f0d62c91c llvm::SLPVectorizerPass::run(llvm::Function&, llvm::AnalysisManager<llvm::Function>&)                                                     │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:16205:25                                                                                                         │
│ #34 0x00007c5f111eb757 llvm::detail::PassModel<llvm::Function, llvm::SLPVectorizerPass, llvm::AnalysisManager<llvm::Function>>::run(llvm::Function&,             │
│ llvm::AnalysisManager<llvm::Function>&) llvm/include/llvm/IR/PassManagerInternal.h:91:3                                                                          │
│ #35 0x00007c5f0b338627 llvm::PassManager<llvm::Function, llvm::AnalysisManager<llvm::Function>>::run(llvm::Function&, llvm::AnalysisManager<llvm::Function>&)    │
│ llvm/include/llvm/IR/PassManagerImpl.h:85:18                                                                                                                     │
│ #36 0x00007c5f14f33f43 llvm::detail::PassModel<llvm::Function, llvm::PassManager<llvm::Function, llvm::AnalysisManager<llvm::Function>>,                         │
│ llvm::AnalysisManager<llvm::Function>>::run(llvm::Function&, llvm::AnalysisManager<llvm::Function>&) llvm/include/llvm/IR/PassManagerInternal.h:91:3             │
│ #37 0x00007c5f0b33af46 llvm::ModuleToFunctionPassAdaptor::run(llvm::Module&, llvm::AnalysisManager<llvm::Module>&) llvm/lib/IR/PassManager.cpp:129:23            │
│ #38 0x00007c5f14f33e73 llvm::detail::PassModel<llvm::Module, llvm::ModuleToFunctionPassAdaptor, llvm::AnalysisManager<llvm::Module>>::run(llvm::Module&,         │
│ llvm::AnalysisManager<llvm::Module>&) llvm/include/llvm/IR/PassManagerInternal.h:91:3                                                                            │
│ #39 0x00007c5f0b338253 llvm::PassManager<llvm::Module, llvm::AnalysisManager<llvm::Module>>::run(llvm::Module&, llvm::AnalysisManager<llvm::Module>&)            │
│ llvm/include/llvm/IR/PassManagerImpl.h:85:18                                                                                                                     │
│ #40 0x00007c5f1634133c llvm::runPassPipeline(llvm::StringRef, llvm::Module&, llvm::TargetMachine*, llvm::TargetLibraryInfoImpl*, llvm::ToolOutputFile*,          │
│ llvm::ToolOutputFile*, llvm::ToolOutputFile*, llvm::StringRef, llvm::ArrayRef<llvm::PassPlugin>, llvm::ArrayRef<std::function<void (llvm::PassBuilder&)>>,       │
│ llvm::opt_tool::OutputKind, llvm::opt_tool::VerifierKind, bool, bool, bool, bool, bool, bool, bool) llvm/tools/opt/NewPMDriver.cpp:543:10                        │
│ #41 0x00007c5f16372e62 optMain llvm/tools/opt/optdriver.cpp:738:27                                                                                               │
│ #42 0x00005e827a9611e8 main llvm/tools/opt/opt.cpp:25:64                                                                                                         │
│ #43 0x00007c5f15c181ca (/lib/x86_64-linux-gnu/libc.so.6+0x2a1ca)                                                                                                 │
│ #44 0x00007c5f15c1828b __libc_start_main (/lib/x86_64-linux-gnu/libc.so.6+0x2a28b)                                                                               │
│ #45 0x00005e827a9610a5 _start (bin/opt+0x10a5)                                                                                                                   │
│                                                                                                                                                                  │
│ ```                                                                                                                                                              │
│ ------  END ISSUE  ------                                                                                                                                        │
│                                                                                                                                                                  │
│ You can execute bash commands and edit files to implement the necessary changes.                                                                                 │
│                                                                                                                                                                  │
│ ## Recommended Workflow                                                                                                                                          │
│                                                                                                                                                                  │
│ This workflows should be done step-by-step so that you can iterate on your changes and any possible problems.                                                    │
│                                                                                                                                                                  │
│ 1. Analyze the codebase by finding and reading relevant files                                                                                                    │
│ 2. Edit the source code to resolve the issue                                                                                                                     │
│ 3. Verify your fix works by running the `submit-patch` command                                                                                                   │
│ 4. Based on the output of `submit-patch`, repeat steps 1-3 as necessary until the issue is resolved                                                              │
│                                                                                                                                                                  │
│ ## Important Rules                                                                                                                                               │
│                                                                                                                                                                  │
│ 1. Every response must contain exactly one action                                                                                                                │
│ 2. The action must be enclosed in triple backticks                                                                                                               │
│ 3. Directory or environment variable changes are not persistent. Every action is executed in a new subshell.                                                     │
│    However, you can prefix any action with `MY_ENV_VAR=MY_VALUE cd /path/to/working/dir && ...` or write/load environment variables from files                   │
│ 4. Solving this issue does not require deleting any files or accessing the internet, so you are not permitted to use tools such as: rm, curl, wget, git, ssh,    │
│ scp, ftp, telnet, ping, traceroute, nslookup, dig, nmap, apt, apt-get, yum, dnf, pacman, brew.                                                                   │
│                                                                                                                                                                  │
│ <system_information>                                                                                                                                             │
│ Linux 6.8.0-57-generic #59-Ubuntu SMP PREEMPT_DYNAMIC Sat Mar 15 17:40:59 UTC 2025 x86_64                                                                        │
│ </system_information>                                                                                                                                            │
│                                                                                                                                                                  │
│ ## Formatting your response                                                                                                                                      │
│                                                                                                                                                                  │
│ Here is an example of a correct response:                                                                                                                        │
│                                                                                                                                                                  │
│ <example_response>                                                                                                                                               │
│ THOUGHT: I need to understand the structure of the repository first. Let me check what files are in the current directory to get a better understanding of the   │
│ codebase.                                                                                                                                                        │
│                                                                                                                                                                  │
│ ```bash                                                                                                                                                          │
│ ls -la                                                                                                                                                           │
│ ```                                                                                                                                                              │
│ </example_response>                                                                                                                                              │
│                                                                                                                                                                  │
│ ## Useful command examples                                                                                                                                       │
│                                                                                                                                                                  │
│ ### Create a new file:                                                                                                                                           │
│                                                                                                                                                                  │
