Setting up the buggy LLVM environment ...
Building LLVM and try reproducing the issue ...
Issue reproduced successfully.
Starting to fix the issue ...
Remaining tools: [edit[25], test[25]]
╭─ user [MainThread@1190106] ────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────╮
│ You are an expert LLVM developer. Please solve this LLVM issue:                                                                                                                                                │
│                                                                                                                                                                                                                │
│ ------ BEGIN ISSUE ------                                                                                                                                                                                      │
│ Type: crash                                                                                                                                                                                                    │
│                                                                                                                                                                                                                │
│ Reproducer (LLVM IR): ```bash                                                                                                                                                                                  │
│ cat /tmp/test.ll                                                                                                                                                                                               │
│ define void @test() {                                                                                                                                                                                          │
│ entry:                                                                                                                                                                                                         │
│  #1 0x00007ffff7ccdc5f PrintStackTraceSignalHandler(void*) llvm/lib/Support/Unix/Signals.inc:798:1                                                                                                             │
│  #2 0x00007ffff7cca72b llvm::sys::RunSignalHandlers() llvm/lib/Support/Signals.cpp:105:20                                                                                                                      │
│  #3 0x00007ffff7ccc939 SignalHandler(int) llvm/lib/Support/Unix/Signals.inc:413:1                                                                                                                              │
│  #4 0x00007ffff7833330 (/lib/x86_64-linux-gnu/libc.so.6+0x45330)                                                                                                                                               │
│  #5 0x00007ffff788cb2c pthread_kill (/lib/x86_64-linux-gnu/libc.so.6+0x9eb2c)                                                                                                                                  │
│  #6 0x00007ffff783327e raise (/lib/x86_64-linux-gnu/libc.so.6+0x4527e)                                                                                                                                         │
│  #7 0x00007ffff78168ff abort (/lib/x86_64-linux-gnu/libc.so.6+0x288ff)                                                                                                                                         │
│  #8 0x00007ffff781681b (/lib/x86_64-linux-gnu/libc.so.6+0x2881b)                                                                                                                                               │
│  #9 0x00007ffff7829517 (/lib/x86_64-linux-gnu/libc.so.6+0x3b517)                                                                                                                                               │
│ #10 0x00007fffef1fb007 llvm::slpvectorizer::BoUpSLP::ShuffleCostEstimator::createShuffle(llvm::PointerUnion<llvm::Value*, llvm::slpvectorizer::BoUpSLP::TreeEntry const*> const&,                              │
│ llvm::PointerUnion<llvm::Value*, llvm::slpvectorizer::BoUpSLP::TreeEntry const*> const&, llvm::ArrayRef<int>) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:8881:26                                          │
│ #11 0x00007fffef1fe211 llvm::slpvectorizer::BoUpSLP::ShuffleCostEstimator::finalize(llvm::ArrayRef<int>, llvm::ArrayRef<std::pair<llvm::slpvectorizer::BoUpSLP::TreeEntry const*, unsigned int>>, unsigned     │
│ int, llvm::function_ref<void (llvm::Value*&, llvm::SmallVectorImpl<int>&)>) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:9285:30                                                                            │
│ #12 0x00007fffef25e5c9 llvm::InstructionCost llvm::slpvectorizer::BoUpSLP::processBuildVector<llvm::slpvectorizer::BoUpSLP::ShuffleCostEstimator, llvm::InstructionCost, llvm::TargetTransformInfo,            │
│ llvm::ArrayRef<llvm::Value*>, llvm::slpvectorizer::BoUpSLP, llvm::SmallPtrSetImpl<llvm::Value*>>(llvm::slpvectorizer::BoUpSLP::TreeEntry const*, llvm::Type*, llvm::TargetTransformInfo&,                      │
│ llvm::ArrayRef<llvm::Value*>&, llvm::slpvectorizer::BoUpSLP&, llvm::SmallPtrSetImpl<llvm::Value*>&) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:13061:36                                                   │
│ #13 0x00007fffef20322f llvm::slpvectorizer::BoUpSLP::getEntryCost(llvm::slpvectorizer::BoUpSLP::TreeEntry const*, llvm::ArrayRef<llvm::Value*>, llvm::SmallPtrSetImpl<llvm::Value*>&)                          │
│ llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:9454:69                                                                                                                                                        │
│ #14 0x00007fffef209455 llvm::slpvectorizer::BoUpSLP::getTreeCost(llvm::ArrayRef<llvm::Value*>) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:10685:37                                                        │
│ #15 0x00007fffef2317f1 llvm::SLPVectorizerPass::tryToVectorizeList(llvm::ArrayRef<llvm::Value*>, llvm::slpvectorizer::BoUpSLP&, bool) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:16915:43                 │
│ #16 0x00007fffef23df6a llvm::SLPVectorizerPass::vectorizeChainsInBlock(llvm::BasicBlock*, llvm::slpvectorizer::BoUpSLP&)::'lambda'(llvm::ArrayRef<llvm::Value*>,                                               │
│ bool)::operator()(llvm::ArrayRef<llvm::Value*>, bool) const llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:19223:9                                                                                            │
│ #17 0x00007fffef2b0b4e bool llvm::function_ref<bool (llvm::ArrayRef<llvm::Value*>, bool)>::callback_fn<llvm::SLPVectorizerPass::vectorizeChainsInBlock(llvm::BasicBlock*,                                      │
│ llvm::slpvectorizer::BoUpSLP&)::'lambda'(llvm::ArrayRef<llvm::Value*>, bool)>(long, llvm::ArrayRef<llvm::Value*>, bool) llvm/include/llvm/ADT/STLFunctionalExtras.h:47:3                                       │
│ #18 0x00007fffef2b0cbc llvm::function_ref<bool (llvm::ArrayRef<llvm::Value*>, bool)>::operator()(llvm::ArrayRef<llvm::Value*>, bool) const llvm/include/llvm/ADT/STLFunctionalExtras.h:69:3                    │
│ #19 0x00007fffef27c60f bool tryToVectorizeSequence<llvm::Value>(llvm::SmallVectorImpl<llvm::Value*>&, llvm::function_ref<bool (llvm::Value*, llvm::Value*)>, llvm::function_ref<bool (llvm::Value*,            │
│ llvm::Value*)>, llvm::function_ref<bool (llvm::ArrayRef<llvm::Value*>, bool)>, bool, llvm::slpvectorizer::BoUpSLP&) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:18807:21                                   │
│ #20 0x00007fffef23e990 llvm::SLPVectorizerPass::vectorizeChainsInBlock(llvm::BasicBlock*, llvm::slpvectorizer::BoUpSLP&) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:19219:59                              │
│ #21 0x00007fffef22cee9 llvm::SLPVectorizerPass::runImpl(llvm::Function&, llvm::ScalarEvolution*, llvm::TargetTransformInfo*, llvm::TargetLibraryInfo*, llvm::AAResults*, llvm::LoopInfo*,                      │
│ llvm::DominatorTree*, llvm::AssumptionCache*, llvm::DemandedBits*, llvm::OptimizationRemarkEmitter*) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:16264:13                                                  │
│ #22 0x00007fffef22c8fa llvm::SLPVectorizerPass::run(llvm::Function&, llvm::AnalysisManager<llvm::Function>&) llvm/lib/Transforms/Vectorize/SLPVectorizer.cpp:16195:25                                          │
│ #23 0x00007ffff2deb757 llvm::detail::PassModel<llvm::Function, llvm::SLPVectorizerPass, llvm::AnalysisManager<llvm::Function>>::run(llvm::Function&, llvm::AnalysisManager<llvm::Function>&)                   │
│ llvm/include/llvm/IR/PassManagerInternal.h:91:3                                                                                                                                                                │
│ #24 0x00007fffecf38627 llvm::PassManager<llvm::Function, llvm::AnalysisManager<llvm::Function>>::run(llvm::Function&, llvm::AnalysisManager<llvm::Function>&) llvm/include/llvm/IR/PassManagerImpl.h:85:18     │
│ #25 0x00007ffff6b33f43 llvm::detail::PassModel<llvm::Function, llvm::PassManager<llvm::Function, llvm::AnalysisManager<llvm::Function>>, llvm::AnalysisManager<llvm::Function>>::run(llvm::Function&,          │
│ llvm::AnalysisManager<llvm::Function>&) llvm/include/llvm/IR/PassManagerInternal.h:91:3                                                                                                                        │
│ #26 0x00007fffecf3af46 llvm::ModuleToFunctionPassAdaptor::run(llvm::Module&, llvm::AnalysisManager<llvm::Module>&) llvm/lib/IR/PassManager.cpp:129:23                                                          │
│ #27 0x00007ffff6b33e73 llvm::detail::PassModel<llvm::Module, llvm::ModuleToFunctionPassAdaptor, llvm::AnalysisManager<llvm::Module>>::run(llvm::Module&, llvm::AnalysisManager<llvm::Module>&)                 │
│ llvm/include/llvm/IR/PassManagerInternal.h:91:3                                                                                                                                                                │
│ #28 0x00007fffecf38253 llvm::PassManager<llvm::Module, llvm::AnalysisManager<llvm::Module>>::run(llvm::Module&, llvm::AnalysisManager<llvm::Module>&) llvm/include/llvm/IR/PassManagerImpl.h:85:18             │
│ #29 0x00007ffff7f2333c llvm::runPassPipeline(llvm::StringRef, llvm::Module&, llvm::TargetMachine*, llvm::TargetLibraryInfoImpl*, llvm::ToolOutputFile*, llvm::ToolOutputFile*, llvm::ToolOutputFile*,          │
